ensembl_gene_id	gene_name	gene_biotype
ENSMUSG00000044197	Gpr146	protein_coding
ENSMUSG00000056531	Ccdc18	protein_coding
ENSMUSG00000021206	D830046C22Rik	protein_coding
ENSMUSG00000044092	C130050O18Rik	protein_coding
ENSMUSG00000032112	Trappc4	protein_coding
ENSMUSG00000009927	Rps25	protein_coding
ENSMUSG00000059713	Rcan3	protein_coding
ENSMUSG00000043923	Ccdc84	protein_coding
ENSMUSG00000023973	Cnpy3	protein_coding
ENSMUSG00000029265	Dr1	protein_coding
ENSMUSG00000028523	Tctex1d1	protein_coding
ENSMUSG00000053647	Gpr30	protein_coding
ENSMUSG00000023883	Phf10	protein_coding
ENSMUSG00000053581	Zfand2a	protein_coding
ENSMUSG00000062619	2310039H08Rik	protein_coding
ENSMUSG00000063888	Rpl7l1	protein_coding
ENSMUSG00000029263	Pigg	protein_coding
ENSMUSG00000029149	Krtcap3	protein_coding
ENSMUSG00000036568	BC032203	protein_coding
ENSMUSG00000074397	Foxr1	protein_coding
ENSMUSG00000028803	Nipal3	protein_coding
ENSMUSG00000066090	Insl5	protein_coding
ENSMUSG00000071151	Gm4799	protein_coding
ENSMUSG00000073388	A330017A19Rik	protein_coding
ENSMUSG00000034612	Chst11	protein_coding
ENSMUSG00000036430	Tbcc	protein_coding
ENSMUSG00000023978	Prph2	protein_coding
ENSMUSG00000041523	Upk2	protein_coding
ENSMUSG00000035126	Wdr78	protein_coding
ENSMUSG00000034591	Slc41a2	protein_coding
ENSMUSG00000053164	Gpr21	protein_coding
ENSMUSG00000009741	Ubp1	protein_coding
ENSMUSG00000029546	Uncx	protein_coding
ENSMUSG00000048648	Gm9830	protein_coding
ENSMUSG00000063382	Bcl9l	protein_coding
ENSMUSG00000028278	Rragd	protein_coding
ENSMUSG00000047880	Cxcr5	protein_coding
ENSMUSG00000036718	Micall2	protein_coding
ENSMUSG00000072769	Gm10419	protein_coding
ENSMUSG00000029491	Pde6b	protein_coding
ENSMUSG00000032097	Ddx6	protein_coding
ENSMUSG00000001493	Meox1	protein_coding
ENSMUSG00000079710	Gm3417	protein_coding
ENSMUSG00000023977	Ubr2	protein_coding
ENSMUSG00000079709	9030025P20Rik	protein_coding
ENSMUSG00000038564	Ift172	protein_coding
ENSMUSG00000032098	Treh	protein_coding
ENSMUSG00000028801	4930555I21Rik	protein_coding
ENSMUSG00000028522	Mier1	protein_coding
ENSMUSG00000037188	Grhl3	protein_coding
ENSMUSG00000028277	Ube2j1	protein_coding
ENSMUSG00000062157	Il28ra	protein_coding
ENSMUSG00000029547	Ints1	protein_coding
ENSMUSG00000023267	Gabrr2	protein_coding
ENSMUSG00000050856	Atp5k	protein_coding
ENSMUSG00000037157	Il22ra1	protein_coding
ENSMUSG00000035403	Crb2	protein_coding
ENSMUSG00000054579	9130219A07Rik	protein_coding
ENSMUSG00000037139	Myom3	protein_coding
ENSMUSG00000029490	Mfsd7a	protein_coding
ENSMUSG00000038552	Fndc4	protein_coding
ENSMUSG00000033623	Pcgf3	protein_coding
ENSMUSG00000059434	Gckr	protein_coding
ENSMUSG00000001494	Sost	protein_coding
ENSMUSG00000062761	Zfp512	protein_coding
ENSMUSG00000003518	Dusp3	protein_coding
ENSMUSG00000018143	Mafk	protein_coding
ENSMUSG00000028280	Gabrr1	protein_coding
ENSMUSG00000028521	Slc35d1	protein_coding
ENSMUSG00000028676	Srsf10	protein_coding
ENSMUSG00000029138	4930548H24Rik	protein_coding
ENSMUSG00000032507	Fbxl2	protein_coding
ENSMUSG00000064037	Gpn1	protein_coding
ENSMUSG00000033615	Cplx1	protein_coding
ENSMUSG00000036687	Tmem184a	protein_coding
ENSMUSG00000035392	Dennd1a	protein_coding
ENSMUSG00000054659	Pm20d2	protein_coding
ENSMUSG00000062234	Gak	protein_coding
ENSMUSG00000054679	Srsf12	protein_coding
ENSMUSG00000029551	Psmg3	protein_coding
ENSMUSG00000048988	Elfn1	protein_coding
ENSMUSG00000028675	Pnrc2	protein_coding
ENSMUSG00000040128	Pnrc1	protein_coding
ENSMUSG00000029554	Mad1l1	protein_coding
ENSMUSG00000028274	Rngtt	protein_coding
ENSMUSG00000010841	1700006E09Rik	protein_coding
ENSMUSG00000062585	Cnr2	protein_coding
ENSMUSG00000053134	Supt7l	protein_coding
ENSMUSG00000028673	Fuca1	protein_coding
ENSMUSG00000052373	Mpp3	protein_coding
ENSMUSG00000029557	Ftsj2	protein_coding
ENSMUSG00000029141	Slc4a1ap	protein_coding
ENSMUSG00000028672	Hmgcl	protein_coding
ENSMUSG00000028520	4921539E11Rik	protein_coding
ENSMUSG00000036639	Nudt1	protein_coding
ENSMUSG00000035069	Oma1	protein_coding
ENSMUSG00000086596	Susd5	protein_coding
ENSMUSG00000064299	4921528I07Rik	protein_coding
ENSMUSG00000053820	Bcl2a1c	protein_coding
ENSMUSG00000032431	Crtap	protein_coding
ENSMUSG00000078617	Gm10963	protein_coding
ENSMUSG00000029560	Snx8	protein_coding
ENSMUSG00000028519	Dab1	protein_coding
ENSMUSG00000045594	Glb1	protein_coding
ENSMUSG00000044288	Cnr1	protein_coding
ENSMUSG00000028671	Gale	protein_coding
ENSMUSG00000028264	Spaca1	protein_coding
ENSMUSG00000028291	Akirin2	protein_coding
ENSMUSG00000000247	Lhx2	protein_coding
ENSMUSG00000013495	Tmem175	protein_coding
ENSMUSG00000056076	Eif3b	protein_coding
ENSMUSG00000040044	Orc3	protein_coding
ENSMUSG00000036599	Chst12	protein_coding
ENSMUSG00000091775	Gm16494	protein_coding
ENSMUSG00000036586	Grifin	protein_coding
ENSMUSG00000062472	Gm4945	protein_coding
ENSMUSG00000070886	Gm10304	protein_coding
ENSMUSG00000064043	Trerf1	protein_coding
ENSMUSG00000029656	C8b	protein_coding
ENSMUSG00000028670	Lypla2	protein_coding
ENSMUSG00000004815	Dgkq	protein_coding
ENSMUSG00000017309	Cd300lg	protein_coding
ENSMUSG00000029570	Lfng	protein_coding
ENSMUSG00000036565	Ttyh3	protein_coding
ENSMUSG00000036555	Iqce	protein_coding
ENSMUSG00000079260	Glb1	protein_coding
ENSMUSG00000047898	Ccr4	protein_coding
ENSMUSG00000026749	Nek6	protein_coding
ENSMUSG00000029142	Mrpl33	protein_coding
ENSMUSG00000035031	C8a	protein_coding
ENSMUSG00000091038	Gm17662	protein_coding
ENSMUSG00000078612	1700024P16Rik	protein_coding
ENSMUSG00000029136	Rbks	protein_coding
ENSMUSG00000028669	1110049F12Rik	protein_coding
ENSMUSG00000079259	Trim71	protein_coding
ENSMUSG00000056167	Cnot10	protein_coding
ENSMUSG00000052139	Bre	protein_coding
ENSMUSG00000033540	Idua	protein_coding
ENSMUSG00000028668	Tceb3	protein_coding
ENSMUSG00000034729	Mrps10	protein_coding
ENSMUSG00000059291	Rpl11	protein_coding
ENSMUSG00000028518	Prkaa2	protein_coding
ENSMUSG00000017314	Mpp2	protein_coding
ENSMUSG00000000148	Baat1	protein_coding
ENSMUSG00000028517	Ppap2b	protein_coding
ENSMUSG00000028514	Usp24	protein_coding
ENSMUSG00000028292	Rars2	protein_coding
ENSMUSG00000032435	Dync1li1	protein_coding
ENSMUSG00000026750	Psmb7	protein_coding
ENSMUSG00000007872	Id3	protein_coding
ENSMUSG00000018983	E2f2	protein_coding
ENSMUSG00000046959	Slc26a1	protein_coding
ENSMUSG00000008090	Fgfrl1	protein_coding
ENSMUSG00000028293	Slc35a1	protein_coding
ENSMUSG00000032434	Cmtm6	protein_coding
ENSMUSG00000050022	Amz1	protein_coding
ENSMUSG00000055385	Rnf212	protein_coding
ENSMUSG00000004821	Tmed11	protein_coding
ENSMUSG00000090961	Vmn2r8	protein_coding
ENSMUSG00000023979	Guca1b	protein_coding
ENSMUSG00000091624	Vmn2r9	protein_coding
ENSMUSG00000067010	Vmn2r10	protein_coding
ENSMUSG00000036995	Asap3	protein_coding
ENSMUSG00000073058	Gm10463	protein_coding
ENSMUSG00000029135	Fosl2	protein_coding
ENSMUSG00000044254	Pcsk9	protein_coding
ENSMUSG00000017316	Ppy	protein_coding
ENSMUSG00000029134	Plb1	protein_coding
ENSMUSG00000032436	Cmtm7	protein_coding
ENSMUSG00000091450	Vmn2r11	protein_coding
ENSMUSG00000000149	Gna12	protein_coding
ENSMUSG00000090688	Vmn2r12	protein_coding
ENSMUSG00000091635	Vmn2r13	protein_coding
ENSMUSG00000026751	Nr5a1	protein_coding
ENSMUSG00000036526	Card11	protein_coding
ENSMUSG00000091059	Vmn2r14	protein_coding
ENSMUSG00000091375	Vmn2r15	protein_coding
ENSMUSG00000092080	Vmn2r16	protein_coding
ENSMUSG00000091879	Vmn2r17	protein_coding
ENSMUSG00000001604	Tcea3	protein_coding
ENSMUSG00000017311	Pyy	protein_coding
ENSMUSG00000025418	Bsnd	protein_coding
ENSMUSG00000033467	Crlf2	protein_coding
ENSMUSG00000041012	Cmtm8	protein_coding
ENSMUSG00000023982	Guca1a	protein_coding
ENSMUSG00000034926	Dhcr24	protein_coding
ENSMUSG00000039683	Sdk1	protein_coding
ENSMUSG00000050627	Gpd1l	protein_coding
ENSMUSG00000047150	1700001C19Rik	protein_coding
ENSMUSG00000072763	5430403G16Rik	protein_coding
ENSMUSG00000072762	4930522L14Rik	protein_coding
ENSMUSG00000063972	Nr6a1	protein_coding
ENSMUSG00000090015	Gm15446	protein_coding
ENSMUSG00000066613	Zfp932	protein_coding
ENSMUSG00000028294	1700003M02Rik	protein_coding
ENSMUSG00000090963	Gm17655	protein_coding
ENSMUSG00000064247	Plcxd1	protein_coding
ENSMUSG00000051351	Zfp46	protein_coding
ENSMUSG00000048217	Nags	protein_coding
ENSMUSG00000054362	BC055111	protein_coding
ENSMUSG00000071015	Gm136	protein_coding
ENSMUSG00000028295	1810030N24Rik	protein_coding
ENSMUSG00000034919	Ttc22	protein_coding
ENSMUSG00000034382	AI661453	protein_coding
ENSMUSG00000066037	Hnrnpr	protein_coding
ENSMUSG00000033434	Gtpbp6	protein_coding
ENSMUSG00000050621	Gm9846	protein_coding
ENSMUSG00000040875	Osbpl10	protein_coding
ENSMUSG00000023980	Taf8	protein_coding
ENSMUSG00000039967	Zfp292	protein_coding
ENSMUSG00000020921	Tmem101	protein_coding
ENSMUSG00000032437	Stt3b	protein_coding
ENSMUSG00000028298	Cga	protein_coding
ENSMUSG00000043572	Pars2	protein_coding
ENSMUSG00000074034	Gm5921	protein_coding
ENSMUSG00000056880	Gadl1	protein_coding
ENSMUSG00000056493	Foxk1	protein_coding
ENSMUSG00000025413	Ttc4	protein_coding
ENSMUSG00000073910	Mob3b	protein_coding
ENSMUSG00000039623	C330006K01Rik	protein_coding
ENSMUSG00000042993	Ifnk	protein_coding
ENSMUSG00000020922	Lsm12	protein_coding
ENSMUSG00000028300	3110043O21Rik	protein_coding
ENSMUSG00000034165	Ccnd3	protein_coding
ENSMUSG00000070687	Htr1d	protein_coding
ENSMUSG00000046618	Olfml2a	protein_coding
ENSMUSG00000066178	6030445D17Rik	protein_coding
ENSMUSG00000023988	Bysl	protein_coding
ENSMUSG00000001089	Luzp1	protein_coding
ENSMUSG00000014956	Ppp1cb	protein_coding
ENSMUSG00000034793	G6pc3	protein_coding
ENSMUSG00000023284	Zfp605	protein_coding
ENSMUSG00000029576	Radil	protein_coding
ENSMUSG00000035295	Wdr38	protein_coding
ENSMUSG00000014932	Yes1	protein_coding
ENSMUSG00000014668	Chfr	protein_coding
ENSMUSG00000092558	Med20	protein_coding
ENSMUSG00000032440	Tgfbr2	protein_coding
ENSMUSG00000039607	Rbms3	protein_coding
ENSMUSG00000036940	Kdm1a	protein_coding
ENSMUSG00000047502	Heatr8	protein_coding
ENSMUSG00000029502	Golga3	protein_coding
ENSMUSG00000074817	Papolb	protein_coding
ENSMUSG00000039533	Mmd2	protein_coding
ENSMUSG00000029578	Wipi2	protein_coding
ENSMUSG00000034871	Fam151a	protein_coding
ENSMUSG00000036921	4930549C01Rik	protein_coding
ENSMUSG00000034853	Acot11	protein_coding
ENSMUSG00000028664	Ephb2	protein_coding
ENSMUSG00000062997	Rpl35	protein_coding
ENSMUSG00000023984	Gm20517	protein_coding
ENSMUSG00000008855	Hdac5	protein_coding
ENSMUSG00000050822	Slc29a4	protein_coding
ENSMUSG00000039477	Tnrc18	protein_coding
ENSMUSG00000029501	Ankle2	protein_coding
ENSMUSG00000079129	Gm3090	protein_coding
ENSMUSG00000079127	Gm1977	protein_coding
ENSMUSG00000066640	Fbxl18	protein_coding
ENSMUSG00000029500	Pgam5	protein_coding
ENSMUSG00000036905	C1qb	protein_coding
ENSMUSG00000029580	Actb	protein_coding
ENSMUSG00000029499	Pxmp2	protein_coding
ENSMUSG00000007080	Pole	protein_coding
ENSMUSG00000090115	Usp49	protein_coding
ENSMUSG00000036896	C1qc	protein_coding
ENSMUSG00000036887	C1qa	protein_coding
ENSMUSG00000026755	Arpc5l	protein_coding
ENSMUSG00000028661	Epha8	protein_coding
ENSMUSG00000026754	Golga1	protein_coding
ENSMUSG00000060862	Zbtb40	protein_coding
ENSMUSG00000061887	Ssbp3	protein_coding
ENSMUSG00000036856	Wnt4	protein_coding
ENSMUSG00000006699	Cdc42	protein_coding
ENSMUSG00000033475	Tomm6	protein_coding
ENSMUSG00000079444	Prickle4	protein_coding
ENSMUSG00000029581	Fscn1	protein_coding
ENSMUSG00000045078	Rnf216	protein_coding
ENSMUSG00000078520	Gm13011	protein_coding
ENSMUSG00000090981	Olfr718-ps1	protein_coding
ENSMUSG00000061898	Rbak	protein_coding
ENSMUSG00000029503	P2rx2	protein_coding
ENSMUSG00000023433	Cela3b	protein_coding
ENSMUSG00000028622	Mrpl37	protein_coding
ENSMUSG00000029586	4933411G11Rik	protein_coding
ENSMUSG00000039296	Spdyb	protein_coding
ENSMUSG00000041399	1700013G24Rik	protein_coding
ENSMUSG00000072754	Gm1679	protein_coding
ENSMUSG00000043323	Fbrsl1	protein_coding
ENSMUSG00000028763	Hspg2	protein_coding
ENSMUSG00000033316	Galnt9	protein_coding
ENSMUSG00000028621	Cyb5rl	protein_coding
ENSMUSG00000033294	Noc4l	protein_coding
ENSMUSG00000029587	Zfp12	protein_coding
ENSMUSG00000029504	Ddx51	protein_coding
ENSMUSG00000046658	Zfp316	protein_coding
ENSMUSG00000047636	Cdcp2	protein_coding
ENSMUSG00000028619	2210012G02Rik	protein_coding
ENSMUSG00000039244	E130309D02Rik	protein_coding
ENSMUSG00000001844	Zdhhc4	protein_coding
ENSMUSG00000029505	Ep400	protein_coding
ENSMUSG00000010825	Grid2ip	protein_coding
ENSMUSG00000070666	Ldlrad2	protein_coding
ENSMUSG00000043411	Usp48	protein_coding
ENSMUSG00000028618	Tmem59	protein_coding
ENSMUSG00000070877	Ldlrad1	protein_coding
ENSMUSG00000028617	Lrrc42	protein_coding
ENSMUSG00000079111	Kdelr2	protein_coding
ENSMUSG00000039206	Daglb	protein_coding
ENSMUSG00000063172	Hspb11	protein_coding
ENSMUSG00000001847	Rac1	protein_coding
ENSMUSG00000034785	Dio1	protein_coding
ENSMUSG00000041351	Rap1gap	protein_coding
ENSMUSG00000029507	Pus1	protein_coding
ENSMUSG00000057375	Yipf1	protein_coding
ENSMUSG00000048910	2810453I06Rik	protein_coding
ENSMUSG00000083012	2810453I06Rik	protein_coding
ENSMUSG00000018001	Cyth3	protein_coding
ENSMUSG00000029512	Ulk1	protein_coding
ENSMUSG00000051306	Usp42	protein_coding
ENSMUSG00000028614	Tmem48	protein_coding
ENSMUSG00000028766	Alpl	protein_coding
ENSMUSG00000029613	Eif2ak1	protein_coding
ENSMUSG00000043510	Hscb	protein_coding
ENSMUSG00000029521	Chek2	protein_coding
ENSMUSG00000057530	Ece1	protein_coding
ENSMUSG00000029607	Ankrd61	protein_coding
ENSMUSG00000029610	Aimp2	protein_coding
ENSMUSG00000028760	Eif4g3	protein_coding
ENSMUSG00000079109	Pms2	protein_coding
ENSMUSG00000075569	Rsph10b2	protein_coding
ENSMUSG00000029617	Ccz1	protein_coding
ENSMUSG00000029618	Ocm	protein_coding
ENSMUSG00000038970	Lmtk2	protein_coding
ENSMUSG00000028759	Hp1bp3	protein_coding
ENSMUSG00000052271	Bhlha15	protein_coding
ENSMUSG00000066621	Tecpr1	protein_coding
ENSMUSG00000045349	Sh2d5	protein_coding
ENSMUSG00000028758	Kif17	protein_coding
ENSMUSG00000047843	Bri3	protein_coding
ENSMUSG00000028757	Ddost	protein_coding
ENSMUSG00000038859	Baiap2l1	protein_coding
ENSMUSG00000028756	Pink1	protein_coding
ENSMUSG00000059991	Nptx2	protein_coding
ENSMUSG00000043388	Tmem130	protein_coding
ENSMUSG00000045482	Trrap	protein_coding
ENSMUSG00000028755	Cda	protein_coding
ENSMUSG00000078235	Fam43b	protein_coding
ENSMUSG00000046109	AB041806	protein_coding
ENSMUSG00000041241	Mul1	protein_coding
ENSMUSG00000046447	Camk2n1	protein_coding
ENSMUSG00000028753	Vwa5b1	protein_coding
ENSMUSG00000043621	Ubxn10	protein_coding
ENSMUSG00000028750	Pla2g2c	protein_coding
ENSMUSG00000028749	Pla2g2f	protein_coding
ENSMUSG00000041202	Pla2g2d	protein_coding
ENSMUSG00000041193	Pla2g5	protein_coding
ENSMUSG00000038780	Smurf1	protein_coding
ENSMUSG00000078518	Gm13030	protein_coding
ENSMUSG00000028751	Pla2g2e	protein_coding
ENSMUSG00000041161	Otud3	protein_coding
ENSMUSG00000038770	Kpna7	protein_coding
ENSMUSG00000070661	Rnf186	protein_coding
ENSMUSG00000041143	Tmco4	protein_coding
ENSMUSG00000061707	Gm4871	protein_coding
ENSMUSG00000029620	1700018F24Rik	protein_coding
ENSMUSG00000029621	Arpc1a	protein_coding
ENSMUSG00000028747	Htr6	protein_coding
ENSMUSG00000041120	Nbl1	protein_coding
ENSMUSG00000050608	Minos1	protein_coding
ENSMUSG00000029622	Arpc1b	protein_coding
ENSMUSG00000028745	Capzb	protein_coding
ENSMUSG00000029623	Pdap1	protein_coding
ENSMUSG00000038722	Bud31	protein_coding
ENSMUSG00000028744	Pqlc2	protein_coding
ENSMUSG00000029624	Ptcd1	protein_coding
ENSMUSG00000028743	Akr7a5	protein_coding
ENSMUSG00000028741	Mrto4	protein_coding
ENSMUSG00000029625	Cpsf4	protein_coding
ENSMUSG00000078517	C230096C10Rik	protein_coding
ENSMUSG00000038690	Atp5j2	protein_coding
ENSMUSG00000066036	Ubr4	protein_coding
ENSMUSG00000029627	Zkscan14	protein_coding
ENSMUSG00000055991	Zkscan5	protein_coding
ENSMUSG00000007812	Zfp655	protein_coding
ENSMUSG00000070420	Zfp498	protein_coding
ENSMUSG00000070419	Cyp3a57	protein_coding
ENSMUSG00000038656	Cyp3a16	protein_coding
ENSMUSG00000075552	Cyp3a41b	protein_coding
ENSMUSG00000075551	Cyp3a41a	protein_coding
ENSMUSG00000054417	Cyp3a44	protein_coding
ENSMUSG00000056035	Cyp3a11	protein_coding
ENSMUSG00000029630	Cyp3a25	protein_coding
ENSMUSG00000041025	Iffo2	protein_coding
ENSMUSG00000061292	Cyp3a59	protein_coding
ENSMUSG00000079096	Gm6309	protein_coding
ENSMUSG00000029634	Rnf6	protein_coding
ENSMUSG00000028737	Aldh4a1	protein_coding
ENSMUSG00000028738	Tas1r2	protein_coding
ENSMUSG00000029635	Cdk8	protein_coding
ENSMUSG00000038408	1700018A04Rik	lincRNA
ENSMUSG00000030560	Ctsc	protein_coding
ENSMUSG00000071573	Rnls	protein_coding
ENSMUSG00000084175	Gm11372	pseudogene
ENSMUSG00000082014	Gm11371	pseudogene
ENSMUSG00000025950	Idh1	protein_coding
ENSMUSG00000086893	Gm11365	antisense
ENSMUSG00000085188	Gm11368	lincRNA
ENSMUSG00000074589	4930449A18Rik	protein_coding
ENSMUSG00000056755	Grm7	protein_coding
ENSMUSG00000091926	Vmn2r62	protein_coding
ENSMUSG00000070056	Mfhas1	protein_coding
ENSMUSG00000091594	Gm17067	protein_coding
ENSMUSG00000031529	Tnks	protein_coding
ENSMUSG00000073452	Zfp97	protein_coding
ENSMUSG00000025407	Gli1	protein_coding
ENSMUSG00000084924	Vmn1r-ps103	pseudogene
ENSMUSG00000090744	Gm6871	protein_coding
ENSMUSG00000063394	Olfr293	protein_coding
ENSMUSG00000025868	Higd2a	protein_coding
ENSMUSG00000074166	AW146154	protein_coding
ENSMUSG00000043850	Clrn1	protein_coding
ENSMUSG00000062042	Olfr294	protein_coding
ENSMUSG00000052392	Acot4	protein_coding
ENSMUSG00000003233	Dvl3	protein_coding
ENSMUSG00000025968	Ndufs1	protein_coding
ENSMUSG00000074635	3110070M22Rik	protein_coding
ENSMUSG00000025867	Cplx2	protein_coding
ENSMUSG00000062822	4833420G17Rik	protein_coding
ENSMUSG00000075197	Olfr1046	protein_coding
ENSMUSG00000075199	Olfr52	protein_coding
ENSMUSG00000075198	Olfr1045	protein_coding
ENSMUSG00000031578	Mak16	protein_coding
ENSMUSG00000022247	Brix1	protein_coding
ENSMUSG00000075200	Olfr1044	protein_coding
ENSMUSG00000056043	Rgs9bp	protein_coding
ENSMUSG00000031577	Tti2	protein_coding
ENSMUSG00000075204	Olfr1039	protein_coding
ENSMUSG00000050721	Plekho2	protein_coding
ENSMUSG00000025969	Nrp2	protein_coding
ENSMUSG00000040771	AI314976	protein_coding
ENSMUSG00000057761	Olfr1022	protein_coding
ENSMUSG00000041215	Yeats2	protein_coding
ENSMUSG00000041360	D19Bwg1357e	protein_coding
ENSMUSG00000046975	Olfr1020	protein_coding
ENSMUSG00000091803	Cox16	protein_coding
ENSMUSG00000061313	Ddhd2	protein_coding
ENSMUSG00000074771	Ankrd5	protein_coding
ENSMUSG00000002031	Ift46	protein_coding
ENSMUSG00000079685	Ulbp1	protein_coding
ENSMUSG00000079024	Gm11035	protein_coding
ENSMUSG00000025576	Rbfox3	protein_coding
ENSMUSG00000014773	Dll1	protein_coding
ENSMUSG00000033207	Mamdc2	protein_coding
ENSMUSG00000043740	B430306N03Rik	protein_coding
ENSMUSG00000046500	Fam19a4	protein_coding
ENSMUSG00000037816	Fbxw17	protein_coding
ENSMUSG00000015143	Actn1	protein_coding
ENSMUSG00000036578	Fxyd7	protein_coding
ENSMUSG00000027261	Hao1	protein_coding
ENSMUSG00000030873	Scnn1b	protein_coding
ENSMUSG00000074904	Gm906	protein_coding
ENSMUSG00000090573	Gm2636	protein_coding
ENSMUSG00000021127	Zfp36l1	protein_coding
ENSMUSG00000090497	Gm17611	protein_coding
ENSMUSG00000031555	Adam9	protein_coding
ENSMUSG00000069236	Gm7251	protein_coding
ENSMUSG00000019467	Arhgef25	protein_coding
ENSMUSG00000042348	Arl15	protein_coding
ENSMUSG00000028096	Gpr89	protein_coding
ENSMUSG00000051456	Hspb3	protein_coding
ENSMUSG00000025766	D3Ertd751e	protein_coding
ENSMUSG00000026032	Ndufb3	protein_coding
ENSMUSG00000003528	Slc25a1	protein_coding
ENSMUSG00000036192	Rorb	protein_coding
ENSMUSG00000037933	Bicd2	protein_coding
ENSMUSG00000021065	Fut8	protein_coding
ENSMUSG00000031545	Agpat6	protein_coding
ENSMUSG00000028104	Polr3gl	protein_coding
ENSMUSG00000087610	Gm16253	protein_coding
ENSMUSG00000026037	Orc2	protein_coding
ENSMUSG00000063672	Nkx6-3	protein_coding
ENSMUSG00000060798	Intu	protein_coding
ENSMUSG00000038403	Hfe2	protein_coding
ENSMUSG00000037884	1700017G19Rik	protein_coding
ENSMUSG00000027378	Nphp1	protein_coding
ENSMUSG00000090236	Car15	protein_coding
ENSMUSG00000049985	Ankrd55	protein_coding
ENSMUSG00000006311	Etv2	protein_coding
ENSMUSG00000030094	Xpc	protein_coding
ENSMUSG00000037946	Fgd3	protein_coding
ENSMUSG00000012017	Scarf2	protein_coding
ENSMUSG00000024712	Rfk	protein_coding
ENSMUSG00000050936	Hist2h2bb	protein_coding
ENSMUSG00000021384	Susd3	protein_coding
ENSMUSG00000068855	Hist2h2ac	protein_coding
ENSMUSG00000027374	Mrps5	protein_coding
ENSMUSG00000064080	Fbln2	protein_coding
ENSMUSG00000063689	Hist2h2ab	protein_coding
ENSMUSG00000041617	Ccdc74a	protein_coding
ENSMUSG00000050558	Prokr2	protein_coding
ENSMUSG00000015943	Bola1	protein_coding
ENSMUSG00000039126	Prune2	protein_coding
ENSMUSG00000074660	Gm10736	protein_coding
ENSMUSG00000059995	Atxn7l3	protein_coding
ENSMUSG00000040502	March9	protein_coding
ENSMUSG00000036845	Lin37	protein_coding
ENSMUSG00000024640	Psat1	protein_coding
ENSMUSG00000091119	Ccdc152	protein_coding
ENSMUSG00000025574	Tk1	protein_coding
ENSMUSG00000021048	Mthfd1	protein_coding
ENSMUSG00000036925	Spt1	protein_coding
ENSMUSG00000059105	Olfr1504	protein_coding
ENSMUSG00000091917	AC144580.2	protein_coding
ENSMUSG00000057270	Olfr1501	protein_coding
ENSMUSG00000056858	Olfr1502	protein_coding
ENSMUSG00000025573	6030468B19Rik	protein_coding
ENSMUSG00000078539	AC144580.1	protein_coding
ENSMUSG00000078536	AC175378.1	protein_coding
ENSMUSG00000045395	Olfr1499	protein_coding
ENSMUSG00000091991	AC142255.1	protein_coding
ENSMUSG00000027339	Rassf2	protein_coding
ENSMUSG00000048794	Ccdc37	protein_coding
ENSMUSG00000044040	Olfr1497	protein_coding
ENSMUSG00000054822	1700041G16Rik	protein_coding
